ArticleNo,Relevant?,Strong dummy,Unsure_int,Sure,Study,PubYear,Title,Pblshd?,Publication series name (text),Estimate,SE,t-stats,z-stats,p-value,EstimPage,Estimate,SE,t-stats,z-stats,p-value,Effect on DV + page (text),Shock/change in IV + page (text),EstimPreference,Multiplicator to obtain estimates in points (number),,,lagged (t-1),lagged (t-x)?,Event window start,Event window end,Length of the CAR period,day average,months (0/1),Event Start,Event End,Event_symmetry,Event_start_end_adj,Event Length,0_0,-1_0,0_1,-1_1,-3_0,0_3,-3_3,-7_0,0_7,-7_7,-14_0,0_14,-14_14,-30_0,0_30,-30_30,Type of event,Whatever comes first,Initial press annoucement,Proxy mailing date,Shareholder meeting date,13D/13G filing,Decision,Focus List,LetterDay,ThresholdReach,Objective,All,General undervaluation,Performance + governance,Governance - general,Governance - seats,Governance - rescind,Governance - renumeration,Governance - voting,Governance - other,Capital Structure,Business Strategy,Sale,Other,Outcome,Outcome - success,Outcome - unuccessful,Outvome - NA,DV (text),DV page,Market model,market-adjusted returns,FF,BHAR,Rovnice,Equal-weighted,Value-weighted,IV (text),IV page,Type of activist (text),hedge fund activism,Calpers,Other pension funds/institutions,Coalition of institutions,By individuals,Coalition/group of individuals,All,Group,Type of activism (text),ActivismAll,Proposals,Negotiation,Proxy,Prop_Neg/Proxy,Prop+Neg+Proxy,Litigation,ActivismOther,IV more vars,datastart_y,dataend_y,datastart_mqh,dataend_mqh,Midyear,Length,Sample size,Daily,Monthly,Data source,Region (text),Number of countries (text),Number of firms/events,Subsample specification (text),US,Germany,Europe,Asia,Model and page (text),SE clustered/robust,SE adjustment (text),Control variables + page (text),RoA,Size,Dynamic,Estimation methodology (text),OLS,IV,Panel FE,Otherest,Impact,Cit,First year in GS,Region (text),Midyear,Concatenate,English-origin,French-origin,German-origin,Scandinavian-origin,antidirector rights,Regulatory disclosure threshold,Rule_of_Law,Cap_GDP,HHI,Sarbanes_Oxley
47,Odhad,0,0,1,"Weber, Zimmermann",2013,Hedge Fund Activism and Information Disclosure: the Case of Germany,1,European Financial Management,-0.48,,-1.2,,,27,-0.48,,-1.2,,,p13: from table in %,,,0.01,-0.48,0.4,0,0,0,0,1,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p8: The ‘Publication Date’ (PD) is the date where the target company announces the information to the public.,1,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,p11: We model the expected stock return as a linear function of the expected benchmark return.,p11+12,0,1,0,0,0,0,0,NA,NA,p1: Hedge fund activism,1,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,2005,2008,,,2006.5,,41,1,0,"p9: The respective information for each fund is collected from the fund’s webpage (if available), newspapers, magazines, and from the Center for International Securities and Derivatives Markets (CISDM).",Germany,1,230,"sell stocks, well-known HF",0,1,0,0,p27: simple,0,0,0,0,0,0,p27: OLS (probably),1,0,0,0,0.248,17,2010,Germany,2006.5,"Germany2006,5",0,0,1,0,1,0.03,1.7008285000000001,58.13136285141664,3.9626785687926269E-2,0
47,Odhad,0,0,1,"Weber, Zimmermann",2013,Hedge Fund Activism and Information Disclosure: the Case of Germany,1,European Financial Management,-0.18,,-0.28999999999999998,,,27,-0.18,,-0.28999999999999998,,,p13: from table in %,,,0.01,-0.18,0.62068965517241381,0,0,-1,0,2,,0,-1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p8: The ‘Publication Date’ (PD) is the date where the target company announces the information to the public.,1,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,p11: We model the expected stock return as a linear function of the expected benchmark return.,p11+12,0,1,0,0,0,0,0,NA,NA,p1: Hedge fund activism,1,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,2005,2008,,,2006.5,,41,1,0,"p9: The respective information for each fund is collected from the fund’s webpage (if available), newspapers, magazines, and from the Center for International Securities and Derivatives Markets (CISDM).",Germany,1,230,"sell stocks, well-known HF",0,1,0,0,p27: simple,0,0,0,0,0,0,p27: OLS (probably),1,0,0,0,0.248,17,2010,Germany,2006.5,"Germany2006,5",0,0,1,0,1,0.03,1.7008285000000001,58.13136285141664,3.9626785687926269E-2,0
47,Odhad,0,0,1,"Weber, Zimmermann",2013,Hedge Fund Activism and Information Disclosure: the Case of Germany,1,European Financial Management,-0.21,,-0.74,,,27,-0.21,,-0.74,,,p13: from table in %,,,0.01,-0.21,0.28378378378378377,0,0,0,0,1,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p8: The ‘Publication Date’ (PD) is the date where the target company announces the information to the public.,1,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,p11: We model the expected stock return as a linear function of the expected benchmark return.,p11+12,0,1,0,0,0,0,0,NA,NA,p1: Hedge fund activism,1,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,2005,2008,,,2006.5,,62,1,0,"p9: The respective information for each fund is collected from the fund’s webpage (if available), newspapers, magazines, and from the Center for International Securities and Derivatives Markets (CISDM).",Germany,1,230,"sell stocks, less known or multi strategy HF",0,1,0,0,p27: simple,0,0,0,0,0,0,p27: OLS (probably),1,0,0,0,0.248,17,2010,Germany,2006.5,"Germany2006,5",0,0,1,0,1,0.03,1.7008285000000001,58.13136285141664,3.9626785687926269E-2,0
47,Odhad,0,0,1,"Weber, Zimmermann",2013,Hedge Fund Activism and Information Disclosure: the Case of Germany,1,European Financial Management,-0.65,,-1.1499999999999999,,,27,-0.65,,-1.1499999999999999,,,p13: from table in %,,,0.01,-0.65,0.56521739130434789,0,0,-1,0,2,,0,-1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p8: The ‘Publication Date’ (PD) is the date where the target company announces the information to the public.,1,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,p11: We model the expected stock return as a linear function of the expected benchmark return.,p11+12,0,1,0,0,0,0,0,NA,NA,p1: Hedge fund activism,1,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,2005,2008,,,2006.5,,62,1,0,"p9: The respective information for each fund is collected from the fund’s webpage (if available), newspapers, magazines, and from the Center for International Securities and Derivatives Markets (CISDM).",Germany,1,230,"sell stocks, less known or multi strategy HF",0,1,0,0,p27: simple,0,0,0,0,0,0,p27: OLS (probably),1,0,0,0,0.248,17,2010,Germany,2006.5,"Germany2006,5",0,0,1,0,1,0.03,1.7008285000000001,58.13136285141664,3.9626785687926269E-2,0
48,Rovnice,1,0,1,El Khatib et al,2017,Impact of Shareholder Proposals on the Functioning of the Market for Corporate Control,1,The Financial Review,2.7000000000000001E-3,3.1151694263727402E-2,,,0.93100000000000005,21,0.27,3.1151694263727401,,,,"p22: Based on Model 1, target companies with previous shareholder proposals earn approximately 7.2% lower abnormal acquisition returns compared to the targets with no proposals.",,,1,0.27,3.1151694263727401,0,0,-5,5,11,,0,-5,5,1,5,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"p18: We measure the impact of acquisition during the [−5, +5] window surrounding the takeover announcement.",0,0,0,0,0,1,0,0,0,"p6: Antitakeover devices, Voting issues, Board and committee independence issues, Other governance issues, Sell the company",1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,p18: We employ a standard event study methodology based on the market model and using returns on the CRSP equally weighted portfolio to calculate the cumulative abnormal returns (CARs) for targets surrounding the merger announcement.,p18,0,0,0,0,1,1,0,p21: Institutional Sponsor,p21,p21: Institutional Sponsor,0,0,1,0,0,0,0,0,p20: shareholder proposals,0,1,0,0,0,0,0,0,0,1996,2009,1,12,2002.5,,255,1,0,"p5: Georgeson’s annual reviews from 1996 to 2009, which covers the companies from the S&P 1500 index.",US,1,255,p21: Institutional Sponsor,1,0,0,0,p21: simple,1,heterosc. Consistent p-vals,"p20,21: Size, Tobin’s Q, Profitability, Leverage, Merger Wave, Proposal",1,1,0,p20: OLS,1,0,0,0,0.113,0,2017,US,2002.5,"US2002,5",1,0,0,0,5,0.05,1.4877359999999999,112.79281350755983,7.2890968082523128E-2,1
48,Rovnice,1,0,1,El Khatib et al,2017,Impact of Shareholder Proposals on the Functioning of the Market for Corporate Control,1,The Financial Review,-1.0500000000000001E-2,3.09868356592208E-2,,,0.73499999999999999,21,-1.05,3.0986835659220802,,,,"p22: Based on Model 1, target companies with previous shareholder proposals earn approximately 7.2% lower abnormal acquisition returns compared to the targets with no proposals.",,,1,-1.05,3.0986835659220802,0,0,-5,5,11,,0,-5,5,1,5,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"p18: We measure the impact of acquisition during the [−5, +5] window surrounding the takeover announcement.",0,0,0,0,0,1,0,0,0,"p6: Antitakeover devices, Voting issues, Board and committee independence issues, Other governance issues, Sell the company",1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,p18: We employ a standard event study methodology based on the market model and using returns on the CRSP equally weighted portfolio to calculate the cumulative abnormal returns (CARs) for targets surrounding the merger announcement.,p18,0,0,0,0,1,1,0,p21: Institutional Sponsor,p21,p21: Institutional Sponsor,0,0,1,0,0,0,0,0,p20: shareholder proposals,0,1,0,0,0,0,0,0,0,1996,2009,1,12,2002.5,,255,1,0,"p5: Georgeson’s annual reviews from 1996 to 2009, which covers the companies from the S&P 1500 index.",US,1,255,p21: Institutional Sponsor,1,0,0,0,p21: simple,1,heterosc. Consistent p-vals,"p20,21: Size, Tobin’s Q, Profitability, Leverage, Merger Wave, Proposal",1,1,0,p20: OLS,1,0,0,0,0.113,0,2017,US,2002.5,"US2002,5",1,0,0,0,5,0.05,1.4877359999999999,112.79281350755983,7.2890968082523128E-2,1
48,Rovnice,1,0,1,El Khatib et al,2017,Impact of Shareholder Proposals on the Functioning of the Market for Corporate Control,1,The Financial Review,2.9999999999999997E-4,3.4160971875847698E-2,,,0.99299999999999999,21,0.03,3.4160971875847697,,,,"p22: Based on Model 1, target companies with previous shareholder proposals earn approximately 7.2% lower abnormal acquisition returns compared to the targets with no proposals.",,,1,0.03,3.4160971875847697,0,0,-5,5,11,,0,-5,5,1,5,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"p18: We measure the impact of acquisition during the [−5, +5] window surrounding the takeover announcement.",0,0,0,0,0,1,0,0,0,"p6: Antitakeover devices, Voting issues, Board and committee independence issues, Other governance issues, Sell the company",1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,p18: We employ a standard event study methodology based on the market model and using returns on the CRSP equally weighted portfolio to calculate the cumulative abnormal returns (CARs) for targets surrounding the merger announcement.,p18,0,0,0,0,1,1,0,p21: Institutional Sponsor,p21,p21: Institutional Sponsor,0,0,1,0,0,0,0,0,p20: shareholder proposals,0,1,0,0,0,0,0,0,0,1996,2009,1,12,2002.5,,255,1,0,"p5: Georgeson’s annual reviews from 1996 to 2009, which covers the companies from the S&P 1500 index.",US,1,255,p21: Institutional Sponsor,1,0,0,0,p21: simple,1,heterosc. Consistent p-vals,"p20,21: Size, Tobin’s Q, Profitability, Leverage, Merger Wave, Proposal",1,1,0,p20: OLS,1,0,0,0,0.113,0,2017,US,2002.5,"US2002,5",1,0,0,0,5,0.05,1.4877359999999999,112.79281350755983,7.2890968082523128E-2,1
48,Rovnice,1,0,1,El Khatib et al,2017,Impact of Shareholder Proposals on the Functioning of the Market for Corporate Control,1,The Financial Review,-1.12E-2,3.0864617624648299E-2,,,0.71699999999999997,21,-1.1199999999999999,3.0864617624648298,,,,"p22: Based on Model 1, target companies with previous shareholder proposals earn approximately 7.2% lower abnormal acquisition returns compared to the targets with no proposals.",,,1,-1.1199999999999999,3.0864617624648298,0,0,-5,5,11,,0,-5,5,1,5,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"p18: We measure the impact of acquisition during the [−5, +5] window surrounding the takeover announcement.",0,0,0,0,0,1,0,0,0,"p6: Antitakeover devices, Voting issues, Board and committee independence issues, Other governance issues, Sell the company",1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,p18: We employ a standard event study methodology based on the market model and using returns on the CRSP equally weighted portfolio to calculate the cumulative abnormal returns (CARs) for targets surrounding the merger announcement.,p18,0,0,0,0,1,1,0,p21: Institutional Sponsor,p21,p21: Institutional Sponsor,0,0,1,0,0,0,0,0,p20: shareholder proposals,0,1,0,0,0,0,0,0,0,1996,2009,1,12,2002.5,,255,1,0,"p5: Georgeson’s annual reviews from 1996 to 2009, which covers the companies from the S&P 1500 index.",US,1,255,p21: Institutional Sponsor,1,0,0,0,p21: simple,1,heterosc. Consistent p-vals,"p20,21: Size, Tobin’s Q, Profitability, Leverage, Merger Wave, Proposal",1,1,0,p20: OLS,1,0,0,0,0.113,0,2017,US,2002.5,"US2002,5",1,0,0,0,5,0.05,1.4877359999999999,112.79281350755983,7.2890968082523128E-2,1
48,Rovnice,1,0,1,El Khatib et al,2017,Impact of Shareholder Proposals on the Functioning of the Market for Corporate Control,1,The Financial Review,-3.09E-2,3.1594772688721899E-2,,,0.32900000000000001,21,-3.09,3.1594772688721897,,,,"p22: Based on Model 1, target companies with previous shareholder proposals earn approximately 7.2% lower abnormal acquisition returns compared to the targets with no proposals.",,,1,-3.09,3.1594772688721897,0,0,-5,5,11,,0,-5,5,1,5,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"p18: We measure the impact of acquisition during the [−5, +5] window surrounding the takeover announcement.",0,0,0,0,0,1,0,0,0,"p6: Antitakeover devices, Voting issues, Board and committee independence issues, Other governance issues, Sell the company",1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,p18: We employ a standard event study methodology based on the market model and using returns on the CRSP equally weighted portfolio to calculate the cumulative abnormal returns (CARs) for targets surrounding the merger announcement.,p18,0,0,0,0,1,1,0,p21: Institutional Sponsor,p21,p21: Institutional Sponsor,0,0,1,0,0,0,0,0,p20: shareholder proposals,0,1,0,0,0,0,0,0,0,1996,2009,1,12,2002.5,,255,1,0,"p5: Georgeson’s annual reviews from 1996 to 2009, which covers the companies from the S&P 1500 index.",US,1,255,p21: Institutional Sponsor,1,0,0,0,p21: simple,1,heterosc. Consistent p-vals,"p20,21: Size, Tobin’s Q, Profitability, Leverage, Merger Wave, Proposal",1,1,0,p20: OLS,1,0,0,0,0.113,0,2017,US,2002.5,"US2002,5",1,0,0,0,5,0.05,1.4877359999999999,112.79281350755983,7.2890968082523128E-2,1
48,Rovnice,1,0,1,El Khatib et al,2017,Impact of Shareholder Proposals on the Functioning of the Market for Corporate Control,1,The Financial Review,-3.7900000000000003E-2,2.2338977062334401E-2,,,9.0999999999999998E-2,21,-3.7900000000000005,2.23389770623344,,,,"p22: Based on Model 1, target companies with previous shareholder proposals earn approximately 7.2% lower abnormal acquisition returns compared to the targets with no proposals.",,,1,-3.7900000000000005,2.23389770623344,0,0,-5,5,11,,0,-5,5,1,5,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"p18: We measure the impact of acquisition during the [−5, +5] window surrounding the takeover announcement.",0,0,0,0,0,1,0,0,0,p21: takeover related,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,1,p18: We employ a standard event study methodology based on the market model and using returns on the CRSP equally weighted portfolio to calculate the cumulative abnormal returns (CARs) for targets surrounding the merger announcement.,p18,0,0,0,0,1,1,0,p21: takeover related,p21,NA,0,0,0,0,0,0,1,0,p20: shareholder proposals,0,1,0,0,0,0,0,0,0,1996,2009,1,12,2002.5,,255,1,0,"p5: Georgeson’s annual reviews from 1996 to 2009, which covers the companies from the S&P 1500 index.",US,1,255,p21: takeover related,1,0,0,0,p21: simple,1,heterosc. Consistent p-vals,"p20,21: Size, Tobin’s Q, Profitability, Leverage, Merger Wave, Proposal",1,1,0,p20: OLS,1,0,0,0,0.113,0,2017,US,2002.5,"US2002,5",1,0,0,0,5,0.05,1.4877359999999999,112.79281350755983,7.2890968082523128E-2,1
48,Rovnice,1,0,1,El Khatib et al,2017,Impact of Shareholder Proposals on the Functioning of the Market for Corporate Control,1,The Financial Review,-3.3E-3,4.1709146545886602E-2,,,0.93700000000000006,21,-0.33,4.1709146545886604,,,,"p22: Based on Model 1, target companies with previous shareholder proposals earn approximately 7.2% lower abnormal acquisition returns compared to the targets with no proposals.",,,1,-0.33,4.1709146545886604,0,0,-5,5,11,,0,-5,5,1,5,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"p18: We measure the impact of acquisition during the [−5, +5] window surrounding the takeover announcement.",0,0,0,0,0,1,0,0,0,"p6: Antitakeover devices, Voting issues, Board and committee independence issues, Other governance issues, Sell the company",1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,p18: We employ a standard event study methodology based on the market model and using returns on the CRSP equally weighted portfolio to calculate the cumulative abnormal returns (CARs) for targets surrounding the merger announcement.,p18,0,0,0,0,1,1,0,p21: Institutional Sponsor,p21,p21: Institutional Sponsor,0,0,1,0,0,0,0,0,p20: shareholder proposals,0,1,0,0,0,0,0,0,0,1996,2009,1,12,2002.5,,255,1,0,"p5: Georgeson’s annual reviews from 1996 to 2009, which covers the companies from the S&P 1500 index.",US,1,255,p21: Institutional Sponsor,1,0,0,0,p21: simple,1,heterosc. Consistent p-vals,"p20,21: Size, Tobin’s Q, Profitability, Leverage, Merger Wave, Proposal",1,1,0,p20: OLS,1,0,0,0,0.113,0,2017,US,2002.5,"US2002,5",1,0,0,0,5,0.05,1.4877359999999999,112.79281350755983,7.2890968082523128E-2,1
48,Rovnice,1,0,1,El Khatib et al,2017,Impact of Shareholder Proposals on the Functioning of the Market for Corporate Control,1,The Financial Review,-3.09E-2,3.1660290219757803E-2,,,0.33,21,-3.09,3.1660290219757803,,,,"p22: Based on Model 1, target companies with previous shareholder proposals earn approximately 7.2% lower abnormal acquisition returns compared to the targets with no proposals.",,,1,-3.09,3.1660290219757803,0,0,-5,5,11,,0,-5,5,1,5,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"p18: We measure the impact of acquisition during the [−5, +5] window surrounding the takeover announcement.",0,0,0,0,0,1,0,0,0,p21: takeover related,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,1,p18: We employ a standard event study methodology based on the market model and using returns on the CRSP equally weighted portfolio to calculate the cumulative abnormal returns (CARs) for targets surrounding the merger announcement.,p18,0,0,0,0,1,1,0,p21: Institutional Sponsor,p21,p21: Institutional Sponsor,0,0,1,0,0,0,0,0,p20: shareholder proposals,0,1,0,0,0,0,0,0,0,1996,2009,1,12,2002.5,,255,1,0,"p5: Georgeson’s annual reviews from 1996 to 2009, which covers the companies from the S&P 1500 index.",US,1,255,p21: Institutional Sponsor,1,0,0,0,p21: simple,1,heterosc. Consistent p-vals,"p20,21: Size, Tobin’s Q, Profitability, Leverage, Merger Wave, Proposal",1,1,0,p20: OLS,1,0,0,0,0.113,0,2017,US,2002.5,"US2002,5",1,0,0,0,5,0.05,1.4877359999999999,112.79281350755983,7.2890968082523128E-2,1
48,Rovnice,1,0,1,El Khatib et al,2017,Impact of Shareholder Proposals on the Functioning of the Market for Corporate Control,1,The Financial Review,-3.56E-2,2.5687705446214501E-2,,,0.16700000000000001,21,-3.56,2.5687705446214499,,,,"p22: Based on Model 1, target companies with previous shareholder proposals earn approximately 7.2% lower abnormal acquisition returns compared to the targets with no proposals.",,,1,-3.56,2.5687705446214499,0,0,-5,5,11,,0,-5,5,1,5,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"p18: We measure the impact of acquisition during the [−5, +5] window surrounding the takeover announcement.",0,0,0,0,0,1,0,0,0,"p6: Antitakeover devices, Voting issues, Board and committee independence issues, Other governance issues, Sell the company",1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,p18: We employ a standard event study methodology based on the market model and using returns on the CRSP equally weighted portfolio to calculate the cumulative abnormal returns (CARs) for targets surrounding the merger announcement.,p18,0,0,0,0,1,1,0,p21: takeover related,p21,NA,0,0,0,0,0,0,1,0,p20: shareholder proposals,0,1,0,0,0,0,0,0,0,1996,2009,1,12,2002.5,,255,1,0,"p5: Georgeson’s annual reviews from 1996 to 2009, which covers the companies from the S&P 1500 index.",US,1,255,p21: takeover related,1,0,0,0,p21: simple,1,heterosc. Consistent p-vals,"p20,21: Size, Tobin’s Q, Profitability, Leverage, Merger Wave, Proposal",1,1,0,p20: OLS,1,0,0,0,0.113,0,2017,US,2002.5,"US2002,5",1,0,0,0,5,0.05,1.4877359999999999,112.79281350755983,7.2890968082523128E-2,1
48,Rovnice,1,0,1,El Khatib et al,2017,Impact of Shareholder Proposals on the Functioning of the Market for Corporate Control,1,The Financial Review,-6.7999999999999996E-3,3.10819782872747E-2,,,0.82699999999999996,21,-0.67999999999999994,3.1081978287274699,,,,"p22: Based on Model 1, target companies with previous shareholder proposals earn approximately 7.2% lower abnormal acquisition returns compared to the targets with no proposals.",,,1,-0.67999999999999994,3.1081978287274699,0,0,-5,5,11,,0,-5,5,1,5,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"p18: We measure the impact of acquisition during the [−5, +5] window surrounding the takeover announcement.",0,0,0,0,0,1,0,0,0,"p6: Antitakeover devices, Voting issues, Board and committee independence issues, Other governance issues, Sell the company",1,0,0,0,0,0,0,0,0,0,0,0,0,p21: Win,1,0,0,p18: We employ a standard event study methodology based on the market model and using returns on the CRSP equally weighted portfolio to calculate the cumulative abnormal returns (CARs) for targets surrounding the merger announcement.,p18,0,0,0,0,1,1,0,p21: Win,p21,NA,0,0,0,0,0,0,1,0,p20: shareholder proposals,0,1,0,0,0,0,0,0,0,1996,2009,1,12,2002.5,,255,1,0,"p5: Georgeson’s annual reviews from 1996 to 2009, which covers the companies from the S&P 1500 index.",US,1,255,p21: Win,1,0,0,0,p21: simple,1,heterosc. Consistent p-vals,"p20,21: Size, Tobin’s Q, Profitability, Leverage, Merger Wave, Proposal",1,1,0,p20: OLS,1,0,0,0,0.113,0,2017,US,2002.5,"US2002,5",1,0,0,0,5,0.05,1.4877359999999999,112.79281350755983,7.2890968082523128E-2,1
48,Rovnice,1,0,1,El Khatib et al,2017,Impact of Shareholder Proposals on the Functioning of the Market for Corporate Control,1,The Financial Review,-3.39E-2,3.0987761730123499E-2,,,0.27500000000000002,21,-3.39,3.0987761730123498,,,,"p22: Based on Model 1, target companies with previous shareholder proposals earn approximately 7.2% lower abnormal acquisition returns compared to the targets with no proposals.",,,1,-3.39,3.0987761730123498,0,0,-5,5,11,,0,-5,5,1,5,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"p18: We measure the impact of acquisition during the [−5, +5] window surrounding the takeover announcement.",0,0,0,0,0,1,0,0,0,"p6: Antitakeover devices, Voting issues, Board and committee independence issues, Other governance issues, Sell the company",1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,p18: We employ a standard event study methodology based on the market model and using returns on the CRSP equally weighted portfolio to calculate the cumulative abnormal returns (CARs) for targets surrounding the merger announcement.,p18,0,0,0,0,1,1,0,p21: Institutional Sponsor,p21,p21: Institutional Sponsor,0,0,1,0,0,0,0,0,p20: shareholder proposals,0,1,0,0,0,0,0,0,0,1996,2009,1,12,2002.5,,255,1,0,"p5: Georgeson’s annual reviews from 1996 to 2009, which covers the companies from the S&P 1500 index.",US,1,255,p21: Institutional Sponsor,1,0,0,0,p21: simple,1,heterosc. Consistent p-vals,"p20,21: Size, Tobin’s Q, Profitability, Leverage, Merger Wave, Proposal",1,1,0,p20: OLS,1,0,0,0,0.113,0,2017,US,2002.5,"US2002,5",1,0,0,0,5,0.05,1.4877359999999999,112.79281350755983,7.2890968082523128E-2,1
48,Rovnice,1,0,1,El Khatib et al,2017,Impact of Shareholder Proposals on the Functioning of the Market for Corporate Control,1,The Financial Review,-3.9800000000000002E-2,2.2567354920942102E-2,,,7.9000000000000001E-2,21,-3.9800000000000004,2.2567354920942102,,,,"p22: Based on Model 1, target companies with previous shareholder proposals earn approximately 7.2% lower abnormal acquisition returns compared to the targets with no proposals.",,,1,-3.9800000000000004,2.2567354920942102,0,0,-5,5,11,,0,-5,5,1,5,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"p18: We measure the impact of acquisition during the [−5, +5] window surrounding the takeover announcement.",0,0,0,0,0,1,0,0,0,p21: takeover related,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,1,p18: We employ a standard event study methodology based on the market model and using returns on the CRSP equally weighted portfolio to calculate the cumulative abnormal returns (CARs) for targets surrounding the merger announcement.,p18,0,0,0,0,1,1,0,p21: takeover related,p21,NA,0,0,0,0,0,0,1,0,p20: shareholder proposals,0,1,0,0,0,0,0,0,0,1996,2009,1,12,2002.5,,255,1,0,"p5: Georgeson’s annual reviews from 1996 to 2009, which covers the companies from the S&P 1500 index.",US,1,255,p21: takeover related,1,0,0,0,p21: simple,1,heterosc. Consistent p-vals,"p20,21: Size, Tobin’s Q, Profitability, Leverage, Merger Wave, Proposal",1,1,0,p20: OLS,1,0,0,0,0.113,0,2017,US,2002.5,"US2002,5",1,0,0,0,5,0.05,1.4877359999999999,112.79281350755983,7.2890968082523128E-2,1
48,Rovnice,1,0,1,El Khatib et al,2017,Impact of Shareholder Proposals on the Functioning of the Market for Corporate Control,1,The Financial Review,2.5999999999999999E-3,3.1364827894946497E-2,,,0.93400000000000005,21,0.26,3.1364827894946496,,,,"p22: Based on Model 1, target companies with previous shareholder proposals earn approximately 7.2% lower abnormal acquisition returns compared to the targets with no proposals.",,,1,0.26,3.1364827894946496,0,0,-5,5,11,,0,-5,5,1,5,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"p18: We measure the impact of acquisition during the [−5, +5] window surrounding the takeover announcement.",0,0,0,0,0,1,0,0,0,"p6: Antitakeover devices, Voting issues, Board and committee independence issues, Other governance issues, Sell the company",1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,p18: We employ a standard event study methodology based on the market model and using returns on the CRSP equally weighted portfolio to calculate the cumulative abnormal returns (CARs) for targets surrounding the merger announcement.,p18,0,0,0,0,1,1,0,p21: Institutional Sponsor,p21,p21: Institutional Sponsor,0,0,1,0,0,0,0,0,p20: shareholder proposals,0,1,0,0,0,0,0,0,0,1996,2009,1,12,2002.5,,255,1,0,"p5: Georgeson’s annual reviews from 1996 to 2009, which covers the companies from the S&P 1500 index.",US,1,255,p21: Institutional Sponsor,1,0,0,0,p21: simple,1,heterosc. Consistent p-vals,"p20,21: Size, Tobin’s Q, Profitability, Leverage, Merger Wave, Proposal",1,1,0,p20: OLS,1,0,0,0,0.113,0,2017,US,2002.5,"US2002,5",1,0,0,0,5,0.05,1.4877359999999999,112.79281350755983,7.2890968082523128E-2,1
